Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Booking/Offline/Search,Chrome 108.0.0.0,,,2022-12-21 21:30:41,2022-12-21 21:30:57,16.751s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 21:30:41,2022-12-21 21:30:42,1.436s,PASSED
"navigateToUrl(""https://fe-react-o3tcnp4lu-capstone-6.vercel.app/"")",Chrome 108.0.0.0,,,2022-12-21 21:30:42,2022-12-21 21:30:43,0.773s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 21:30:43,2022-12-21 21:30:43,0.149s,PASSED
"click(findTestObject(""Object Repository/Page_WorkFit/a_Login""))",Chrome 108.0.0.0,,,2022-12-21 21:30:43,2022-12-21 21:30:44,0.527s,PASSED
"click(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Email_email""))",Chrome 108.0.0.0,,,2022-12-21 21:30:44,2022-12-21 21:30:44,0.521s,PASSED
"setText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Email_email""), ""qe1@gmail.com"")",Chrome 108.0.0.0,,,2022-12-21 21:30:44,2022-12-21 21:30:45,0.861s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Password_password""), ""PzcU1FTwvrz2Y2eY7/dWBg=="")",Chrome 108.0.0.0,,,2022-12-21 21:30:45,2022-12-21 21:30:46,0.560s,PASSED
"click(findTestObject(""Object Repository/Page_Login Page - WorkFit/button_Sign In""))",Chrome 108.0.0.0,,,2022-12-21 21:30:46,2022-12-21 21:30:46,0.519s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - WorkFit/span_Booking""))",Chrome 108.0.0.0,,,2022-12-21 21:30:46,2022-12-21 21:30:50,3.194s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/div_Booking""))",Chrome 108.0.0.0,,,2022-12-21 21:30:50,2022-12-21 21:30:50,0.707s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/input_Online_block w-full rounded-lg border_6968a0""))",Chrome 108.0.0.0,,,2022-12-21 21:30:50,2022-12-21 21:30:51,0.412s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/div_21 Des 2022 (11.45) - 21 Mar 2023 (11.4_7a5d5f""))",Chrome 108.0.0.0,,,2022-12-21 21:30:51,2022-12-21 21:30:51,0.386s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/div_21 Des 2022 (18.36) - 20 Jan 2023 (18.3_3b9587""))",Chrome 108.0.0.0,,,2022-12-21 21:30:51,2022-12-21 21:30:54,2.460s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/div_21 Des 2022 (21.21) - 20 Jan 2023 (21.2_88f6e6""))",Chrome 108.0.0.0,,,2022-12-21 21:30:54,2022-12-21 21:30:56,2.392s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/input_Online_block w-full rounded-lg border_6968a0""), ""ek"")",Chrome 108.0.0.0,,,2022-12-21 21:30:56,2022-12-21 21:30:57,0.795s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 21:30:57,2022-12-21 21:30:57,0.726s,PASSED
,,,,,,,
Test Cases/Booking/Offline/Edit,Chrome 108.0.0.0,,,2022-12-21 21:30:57,2022-12-21 21:31:11,13.308s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 21:30:58,2022-12-21 21:30:59,1.355s,PASSED
"navigateToUrl(""https://fe-react-o3tcnp4lu-capstone-6.vercel.app/"")",Chrome 108.0.0.0,,,2022-12-21 21:30:59,2022-12-21 21:31:00,0.877s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 21:31:00,2022-12-21 21:31:00,0.143s,PASSED
"click(findTestObject(""Object Repository/Page_WorkFit/a_Login""))",Chrome 108.0.0.0,,,2022-12-21 21:31:00,2022-12-21 21:31:01,0.434s,PASSED
"setText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Email_email""), ""qe1@gmail.com"")",Chrome 108.0.0.0,,,2022-12-21 21:31:01,2022-12-21 21:31:01,0.854s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Password_password""), ""PzcU1FTwvrz2Y2eY7/dWBg=="")",Chrome 108.0.0.0,,,2022-12-21 21:31:01,2022-12-21 21:31:02,0.524s,PASSED
"click(findTestObject(""Object Repository/Page_Login Page - WorkFit/button_Sign In""))",Chrome 108.0.0.0,,,2022-12-21 21:31:02,2022-12-21 21:31:02,0.421s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - WorkFit/div_Booking""))",Chrome 108.0.0.0,,,2022-12-21 21:31:02,2022-12-21 21:31:06,3.266s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/i_PAID_fi fi-br-menu-dots-vertical""))",Chrome 108.0.0.0,,,2022-12-21 21:31:06,2022-12-21 21:31:06,0.709s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/button_Edit""))",Chrome 108.0.0.0,,,2022-12-21 21:31:06,2022-12-21 21:31:07,0.537s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/div_Plank - Mane Mane Mane_css-ackcql""))",Chrome 108.0.0.0,,,2022-12-21 21:31:07,2022-12-21 21:31:07,0.535s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/div_Plank - Mane Mane Mane""))",Chrome 108.0.0.0,,,2022-12-21 21:31:07,2022-12-21 21:31:08,0.488s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/button_Save""))",Chrome 108.0.0.0,,,2022-12-21 21:31:08,2022-12-21 21:31:08,0.498s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/h2_Updated""))",Chrome 108.0.0.0,,,2022-12-21 21:31:08,2022-12-21 21:31:10,1.619s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 21:31:10,2022-12-21 21:31:11,0.765s,PASSED
,,,,,,,
Test Cases/Booking/Offline/Add,Chrome 108.0.0.0,,,2022-12-21 21:31:11,2022-12-21 21:31:25,14.407s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 21:31:11,2022-12-21 21:31:12,1.321s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 21:31:12,2022-12-21 21:31:13,0.130s,PASSED
"navigateToUrl(""https://fe-react-o3tcnp4lu-capstone-6.vercel.app/"")",Chrome 108.0.0.0,,,2022-12-21 21:31:13,2022-12-21 21:31:13,0.862s,PASSED
"click(findTestObject(""Object Repository/Page_WorkFit/a_Login""))",Chrome 108.0.0.0,,,2022-12-21 21:31:13,2022-12-21 21:31:14,0.581s,PASSED
"setText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Email_email""), ""qe1@gmail.com"")",Chrome 108.0.0.0,,,2022-12-21 21:31:14,2022-12-21 21:31:15,1.080s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Password_password""), ""PzcU1FTwvrz2Y2eY7/dWBg=="")",Chrome 108.0.0.0,,,2022-12-21 21:31:15,2022-12-21 21:31:16,0.543s,PASSED
"click(findTestObject(""Object Repository/Page_Login Page - WorkFit/button_Sign In""))",Chrome 108.0.0.0,,,2022-12-21 21:31:16,2022-12-21 21:31:16,0.369s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - WorkFit/div_Booking""))",Chrome 108.0.0.0,,,2022-12-21 21:31:16,2022-12-21 21:31:19,3.478s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/button_Add New""))",Chrome 108.0.0.0,,,2022-12-21 21:31:19,2022-12-21 21:31:20,0.786s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/svg_Select membership_css-8mmkcg""))",Chrome 108.0.0.0,,,2022-12-21 21:31:20,2022-12-21 21:31:21,0.564s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/div_Annisa Kumalasari""))",Chrome 108.0.0.0,,,2022-12-21 21:31:21,2022-12-21 21:31:21,0.492s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/div_Select offline classes_css-1gtu0rj-indi_5dc625""))",Chrome 108.0.0.0,,,2022-12-21 21:31:21,2022-12-21 21:31:22,0.494s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/div_Pull Up - Mane""))",Chrome 108.0.0.0,,,2022-12-21 21:31:22,2022-12-21 21:31:22,0.474s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/button_Save""))",Chrome 108.0.0.0,,,2022-12-21 21:31:22,2022-12-21 21:31:23,0.503s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Manage Offline Booking - WorkFit/h2_Saved""), ""Saved"")",Chrome 108.0.0.0,,,2022-12-21 21:31:23,2022-12-21 21:31:24,1.670s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 21:31:24,2022-12-21 21:31:25,0.759s,PASSED
