Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Password must contain minimum one cap_37ad5a""), ""098876092265"")",Chrome 108.0.0.0,,,2022-12-21 22:36:11,2022-12-21 22:36:12,0.969s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/i_Password_fi fi-rr-eye absolute right-0.5 _96921a""))",Chrome 108.0.0.0,,,2022-12-21 22:36:12,2022-12-21 22:36:13,0.482s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Email_password_1""), ""ribadlo12A"")",Chrome 108.0.0.0,,,2022-12-21 22:36:13,2022-12-21 22:36:13,0.713s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/button_Save""))",Chrome 108.0.0.0,,,2022-12-21 22:36:13,2022-12-21 22:36:14,0.499s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/button_OK""))",Chrome 108.0.0.0,,,2022-12-21 22:36:14,2022-12-21 22:36:14,0.599s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 22:36:14,2022-12-21 22:36:15,0.771s,PASSED
,,,,,,,
Test Cases/Membership/Negative/withoutphonenumber,Chrome 108.0.0.0,,,2022-12-21 22:36:15,2022-12-21 22:36:29,14.316s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 22:36:15,2022-12-21 22:36:17,1.399s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 22:36:17,2022-12-21 22:36:17,0.132s,PASSED
"navigateToUrl(""https://fe-react-o3tcnp4lu-capstone-6.vercel.app/"")",Chrome 108.0.0.0,,,2022-12-21 22:36:17,2022-12-21 22:36:18,0.747s,PASSED
"click(findTestObject(""Object Repository/Page_WorkFit/a_Login""))",Chrome 108.0.0.0,,,2022-12-21 22:36:18,2022-12-21 22:36:18,0.570s,PASSED
"setText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Email_email""), ""qe1@gmail.com"")",Chrome 108.0.0.0,,,2022-12-21 22:36:18,2022-12-21 22:36:19,0.868s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Password_password""), ""PzcU1FTwvrz2Y2eY7/dWBg=="")",Chrome 108.0.0.0,,,2022-12-21 22:36:19,2022-12-21 22:36:20,0.535s,PASSED
"click(findTestObject(""Object Repository/Page_Login Page - WorkFit/button_Sign In""))",Chrome 108.0.0.0,,,2022-12-21 22:36:20,2022-12-21 22:36:20,0.378s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - WorkFit/div_Membership""))",Chrome 108.0.0.0,,,2022-12-21 22:36:20,2022-12-21 22:36:23,3.212s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/span_Add New""))",Chrome 108.0.0.0,,,2022-12-21 22:36:23,2022-12-21 22:36:24,0.684s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Add New Membership_first_name""), ""New"")",Chrome 108.0.0.0,,,2022-12-21 22:36:24,2022-12-21 22:36:25,0.838s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_First Name_last_name""), ""Membership"")",Chrome 108.0.0.0,,,2022-12-21 22:36:25,2022-12-21 22:36:26,0.742s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Last Name_email""), ""rivaldogabriel1@gmail.com"")",Chrome 108.0.0.0,,,2022-12-21 22:36:26,2022-12-21 22:36:26,0.799s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Email_password""), ""J6IkJA1rD7n3Btce2FGBJg=="")",Chrome 108.0.0.0,,,2022-12-21 22:36:26,2022-12-21 22:36:27,0.545s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/i_Password_fi fi-rr-eye absolute right-0.5 _96921a""))",Chrome 108.0.0.0,,,2022-12-21 22:36:27,2022-12-21 22:36:27,0.477s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Email_password_1""), ""ribadlo12A"")",Chrome 108.0.0.0,,,2022-12-21 22:36:27,2022-12-21 22:36:28,0.793s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/button_Save""))",Chrome 108.0.0.0,,,2022-12-21 22:36:28,2022-12-21 22:36:29,0.520s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 22:36:29,2022-12-21 22:36:29,0.729s,PASSED
