Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Dashboard - WorkFit/div_Membership""))",Chrome 108.0.0.0,,,2022-12-21 22:29:45,2022-12-21 22:29:49,3.252s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/span_Add New""))",Chrome 108.0.0.0,,,2022-12-21 22:29:49,2022-12-21 22:29:49,0.579s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Add New Membership_first_name""), ""New"")",Chrome 108.0.0.0,,,2022-12-21 22:29:49,2022-12-21 22:29:50,0.974s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_First Name_last_name""), ""Membership"")",Chrome 108.0.0.0,,,2022-12-21 22:29:50,2022-12-21 22:29:51,0.860s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Last Name_email""), ""rivaldogabriel13@gmail.com"")",Chrome 108.0.0.0,,,2022-12-21 22:29:51,2022-12-21 22:29:52,0.781s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Email_password""), ""J6IkJA1rD7n3Btce2FGBJg=="")",Chrome 108.0.0.0,,,2022-12-21 22:29:52,2022-12-21 22:29:52,0.604s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Password must contain minimum one cap_37ad5a""), ""098876092222265"")",Chrome 108.0.0.0,,,2022-12-21 22:29:52,2022-12-21 22:29:53,0.861s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/i_Password_fi fi-rr-eye absolute right-0.5 _96921a""))",Chrome 108.0.0.0,,,2022-12-21 22:29:53,2022-12-21 22:29:54,0.486s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/input_Email_password_1""), ""ribadlo12A"")",Chrome 108.0.0.0,,,2022-12-21 22:29:54,2022-12-21 22:29:54,0.695s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/button_Save""))",Chrome 108.0.0.0,,,2022-12-21 22:29:54,2022-12-21 22:29:55,0.502s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/button_OK""))",Chrome 108.0.0.0,,,2022-12-21 22:29:55,2022-12-21 22:29:56,0.597s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/button_Save""))",Chrome 108.0.0.0,,,2022-12-21 22:29:56,2022-12-21 22:29:56,0.635s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/h2_Saved""))",Chrome 108.0.0.0,,,2022-12-21 22:29:56,2022-12-21 22:29:57,0.588s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 22:29:57,2022-12-21 22:29:57,0.733s,PASSED
,,,,,,,
Test Cases/Membership/Positive/TC_cancelEdit,Chrome 108.0.0.0,,,2022-12-21 22:29:57,2022-12-21 22:30:08,10.731s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 22:29:58,2022-12-21 22:29:59,1.436s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 22:29:59,2022-12-21 22:29:59,0.123s,PASSED
"navigateToUrl(""https://fe-react-o3tcnp4lu-capstone-6.vercel.app/"")",Chrome 108.0.0.0,,,2022-12-21 22:29:59,2022-12-21 22:30:00,0.868s,PASSED
"click(findTestObject(""Object Repository/Page_WorkFit/a_Login""))",Chrome 108.0.0.0,,,2022-12-21 22:30:00,2022-12-21 22:30:01,0.608s,PASSED
"setText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Email_email""), ""qe1@gmail.com"")",Chrome 108.0.0.0,,,2022-12-21 22:30:01,2022-12-21 22:30:02,0.807s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Password_password""), ""PzcU1FTwvrz2Y2eY7/dWBg=="")",Chrome 108.0.0.0,,,2022-12-21 22:30:02,2022-12-21 22:30:02,0.615s,PASSED
"click(findTestObject(""Object Repository/Page_Login Page - WorkFit/button_Sign In""))",Chrome 108.0.0.0,,,2022-12-21 22:30:02,2022-12-21 22:30:03,0.493s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - WorkFit/div_Membership""))",Chrome 108.0.0.0,,,2022-12-21 22:30:03,2022-12-21 22:30:06,3.079s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/i_Romas Donas_fi fi-rr-menu-dots-vertical""))",Chrome 108.0.0.0,,,2022-12-21 22:30:06,2022-12-21 22:30:06,0.588s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/button_Edit""))",Chrome 108.0.0.0,,,2022-12-21 22:30:06,2022-12-21 22:30:07,0.526s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Membership - WorkFit/button_Cancel""))",Chrome 108.0.0.0,,,2022-12-21 22:30:07,2022-12-21 22:30:07,0.518s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 22:30:07,2022-12-21 22:30:08,0.718s,PASSED
