Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Dashboard - WorkFit/span_Instructor""))",Chrome 108.0.0.0,,,2022-12-21 22:26:13,2022-12-21 22:26:14,1.386s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Instructor - WorkFit/i_qe1gmail.com_fi fi-sr-pencil text-sm""))",Chrome 108.0.0.0,,,2022-12-21 22:26:14,2022-12-21 22:26:15,0.642s,PASSED
"setText(findTestObject(""Object Repository/Page_Manage Instructor - WorkFit/input_Edit Instructor_instructor_name""), ""Add"")",Chrome 108.0.0.0,,,2022-12-21 22:26:15,2022-12-21 22:26:16,0.881s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Instructor - WorkFit/button_Save""))",Chrome 108.0.0.0,,,2022-12-21 22:26:16,2022-12-21 22:26:16,0.435s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 22:26:16,2022-12-21 22:26:17,0.739s,PASSED
,,,,,,,
Test Cases/Instorctur/Positive/Add,Chrome 108.0.0.0,,,2022-12-21 22:26:17,2022-12-21 22:26:27,9.963s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 22:26:17,2022-12-21 22:26:19,1.488s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 22:26:19,2022-12-21 22:26:19,0.132s,PASSED
"navigateToUrl(""https://fe-react-o3tcnp4lu-capstone-6.vercel.app/"")",Chrome 108.0.0.0,,,2022-12-21 22:26:19,2022-12-21 22:26:20,0.606s,PASSED
"click(findTestObject(""Object Repository/Page_WorkFit/a_Login""))",Chrome 108.0.0.0,,,2022-12-21 22:26:20,2022-12-21 22:26:20,0.558s,PASSED
"setText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Email_email""), ""qe1@gmail.com"")",Chrome 108.0.0.0,,,2022-12-21 22:26:20,2022-12-21 22:26:21,0.883s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login Page - WorkFit/input_Password_password""), ""PzcU1FTwvrz2Y2eY7/dWBg=="")",Chrome 108.0.0.0,,,2022-12-21 22:26:21,2022-12-21 22:26:22,0.578s,PASSED
"click(findTestObject(""Object Repository/Page_Login Page - WorkFit/button_Sign In""))",Chrome 108.0.0.0,,,2022-12-21 22:26:22,2022-12-21 22:26:22,0.426s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - WorkFit/span_Instructor""))",Chrome 108.0.0.0,,,2022-12-21 22:26:22,2022-12-21 22:26:25,3.196s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Instructor - WorkFit/span_Add New""))",Chrome 108.0.0.0,,,2022-12-21 22:26:25,2022-12-21 22:26:26,0.561s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Instructor - WorkFit/input_Add New Instructor_instructor_name""))",Chrome 108.0.0.0,,,2022-12-21 22:26:26,2022-12-21 22:26:26,0.548s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 22:26:26,2022-12-21 22:26:27,0.703s,PASSED
